"""id""",lat,lon,"""name""",street_no,"""street_name""","""street_type""","""suburb""",postcode,"""sport""","""type""","""lga""","""address"""
"""MARIBY8472""",-37.7768,144.886664,"""Maribyrnong Aquatic Centre""",1,"""Aquatic""","""Drive""","""MARIBYRNONG""","""3032""","""Fitness / Gymnasium Workouts""","""indoor""","""MARIBYRNONG""","""1 Aquatic Drive, MARIBYRNONG 3032"""
"""MARIBY8472""",-37.7768,144.886664,"""Maribyrnong Aquatic Centre""",1,"""Aquatic""","""Drive""","""MARIBYRNONG""","""3032""","""Swimming""","""outdoor""","""MARIBYRNONG""","""1 Aquatic Drive, MARIBYRNONG 3032"""
"""MOONEE9401""",-37.718403,144.909443,"""Strathnaver Reserve""",1,"""Boeing""","""Road""","""STRATHMORE HEIGHTS""","""3041""","""Cricket""","""outdoor""","""MOONEE VALLEY""","""1 Boeing Road, STRATHMORE HEIGHTS 3041"""
"""MOONEE9401""",-37.718403,144.909443,"""Strathnaver Reserve""",1,"""Boeing""","""Road""","""STRATHMORE HEIGHTS""","""3041""","""Soccer""","""outdoor""","""MOONEE VALLEY""","""1 Boeing Road, STRATHMORE HEIGHTS 3041"""
"""MORELA13035""",-37.719862,144.911254,"""JP Fawkner Reserve""",1,"""Francis""","""Street""","""OAK PARK""","""3046""","""Cricket""","""outdoor""","""MORELAND""","""1 Francis Street, OAK PARK 3046"""
"""MORELA13035""",-37.719862,144.911254,"""JP Fawkner Reserve""",1,"""Francis""","""Street""","""OAK PARK""","""3046""","""Football""","""outdoor""","""MORELAND""","""1 Francis Street, OAK PARK 3046"""
"""NILLUM11032""",-37.672239,145.155059,"""Coventry Oval""",1,"""Elizabeth""","""Street""","""DIAMOND CREEK""","""3089""","""Cricket""","""outdoor""","""NILLUMBIK""","""1 Elizabeth Street, DIAMOND CREEK 3089"""
"""NILLUM11032""",-37.672239,145.155059,"""Coventry Oval""",1,"""Elizabeth""","""Street""","""DIAMOND CREEK""","""3089""","""Football""","""outdoor""","""NILLUMBIK""","""1 Elizabeth Street, DIAMOND CREEK 3089"""
"""NILLUM11032""",-37.672239,145.155059,"""Coventry Oval""",1,"""Elizabeth""","""Street""","""DIAMOND CREEK""","""3089""","""Skating""","""outdoor""","""NILLUMBIK""","""1 Elizabeth Street, DIAMOND CREEK 3089"""
"""NILLUM11037""",-37.674445,145.152371,"""Diamond Creek Netball Reserve""",1,"""Diamond""","""Street""","""DIAMOND CREEK""","""3089""","""Netball""","""outdoor""","""NILLUMBIK""","""1 Diamond Street, DIAMOND CREEK 3089"""
"""NILLUM11035""",-37.672086,145.157212,"""Diamond Creek Outdoor Heated Pool""",1,"""Elizabeth""","""Street""","""DIAMOND CREEK""","""3089""","""Swimming""","""outdoor""","""NILLUMBIK""","""1 Elizabeth Street, DIAMOND CREEK 3089"""
"""MANNIN11028""",-37.758454,145.128607,"""Templestowe Leisure Centre""",1,"""Anderson""","""Street""","""TEMPLESTOWE""","""3106""","""Basketball""","""indoor""","""MANNINGHAM""","""1 Anderson Street, TEMPLESTOWE 3106"""
"""MANNIN11028""",-37.758454,145.128607,"""Templestowe Leisure Centre""",1,"""Anderson""","""Street""","""TEMPLESTOWE""","""3106""","""Netball""","""outdoor""","""MANNINGHAM""","""1 Anderson Street, TEMPLESTOWE 3106"""
"""KNOXCI8596""",-37.911,145.244,"""Melbourne Taekwondo Centre""",1,"""Laser""","""Drive""","""ROWVILLE""","""3178""","""Martial Arts""","""indoor""","""KNOX""","""1 Laser Drive, ROWVILLE 3178"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh  Hodgson Recreation Reserve""",1,"""Arthur""","""Street""","""BENTLEIGH""","""3204""","""Cricket""","""outdoor""","""GLEN EIRA""","""1 Arthur Street, BENTLEIGH 3204"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh  Hodgson Recreation Reserve""",1,"""Arthur""","""Street""","""BENTLEIGH""","""3204""","""Football""","""outdoor""","""GLEN EIRA""","""1 Arthur Street, BENTLEIGH 3204"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh  Hodgson Recreation Reserve""",1,"""Arthur""","""Street""","""BENTLEIGH""","""3204""","""Playground""","""outdoor""","""GLEN EIRA""","""1 Arthur Street, BENTLEIGH 3204"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh  Hodgson Recreation Reserve""",1,"""Arthur""","""Street""","""BENTLEIGH""","""3204""","""Soccer""","""outdoor""","""GLEN EIRA""","""1 Arthur Street, BENTLEIGH 3204"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh  Hodgson Recreation Reserve""",1,"""Arthur""","""Street""","""BENTLEIGH""","""3204""","""Tennis""","""outdoor""","""GLEN EIRA""","""1 Arthur Street, BENTLEIGH 3204"""
"""GLENEI11211""",-37.923462,145.041804,"""St Pauls (Bentleigh) Tennis Club""",1,"""Riddle""","""Street""","""BENTLEIGH""","""3204""","""Tennis""","""outdoor""","""GLEN EIRA""","""1 Riddle Street, BENTLEIGH 3204"""
"""MORNIN11190""",-38.428202,145.045257,"""Shoreham Tennis Club""",1,"""Steen""","""Avenue""","""SHOREHAM""","""3916""","""Tennis""","""outdoor""","""MORNINGTON PENINSULA""","""1 Steen Avenue, SHOREHAM 3916"""
"""MORNIN11130""",-38.370817,145.207759,"""HMAS Cerberus Golf Course""",1,"""Cook""","""Road""","""CRIB POINT""","""3919""","""Golf""","""outdoor""","""MORNINGTON PENINSULA""","""1 Cook Road, CRIB POINT 3919"""
"""MORNIN11139""",-38.478858,145.021633,"""Flinders Golf Course""",1,"""Bass""","""Street""","""FLINDERS""","""3929""","""Golf""","""outdoor""","""MORNINGTON PENINSULA""","""1 Bass Street, FLINDERS 3929"""
"""MORNIN11139""",-38.478858,145.021633,"""Flinders Golf Course""",1,"""Bass""","""Street""","""FLINDERS""","""3929""","""Lawn Bowls""","""outdoor""","""MORNINGTON PENINSULA""","""1 Bass Street, FLINDERS 3929"""
"""MORNIN11182""",-38.37052,144.926182,"""Rosebud Public Golf Course & Tennis Club""",1,"""Elizabeth""","""Drive""","""ROSEBUD""","""3939""","""Golf""","""outdoor""","""MORNINGTON PENINSULA""","""1 Elizabeth Drive, ROSEBUD 3939"""
"""MORNIN11182""",-38.37052,144.926182,"""Rosebud Public Golf Course & Tennis Club""",1,"""Elizabeth""","""Drive""","""ROSEBUD""","""3939""","""Tennis""","""outdoor""","""MORNINGTON PENINSULA""","""1 Elizabeth Drive, ROSEBUD 3939"""
"""MORNIN11178""",-38.320504,144.706912,"""Portsea Golf Course""",1,"""Relph""","""Avenue""","""PORTSEA""","""3944""","""Golf""","""outdoor""","""MORNINGTON PENINSULA""","""1 Relph Avenue, PORTSEA 3944"""
"""BRIMBA8329""",-37.781009,144.825909,"""Barclay Reserve""",2,"""Talmage""","""Street""","""ALBION""","""3020""","""Baseball""","""outdoor""","""BRIMBANK""","""2 Talmage Street, ALBION 3020"""
"""HOBSON12925""",-37.864903,144.782029,"""A.B Shaw Reserve""",2,"""Hall""","""Avenue""","""ALTONA MEADOWS""","""3028""","""Cricket""","""outdoor""","""HOBSONS BAY""","""2 Hall Avenue, ALTONA MEADOWS 3028"""
"""HOBSON12925""",-37.864903,144.782029,"""A.B Shaw Reserve""",2,"""Hall""","""Avenue""","""ALTONA MEADOWS""","""3028""","""Football""","""outdoor""","""HOBSONS BAY""","""2 Hall Avenue, ALTONA MEADOWS 3028"""
"""HOBSON12925""",-37.864903,144.782029,"""A.B Shaw Reserve""",2,"""Hall""","""Avenue""","""ALTONA MEADOWS""","""3028""","""Soccer""","""outdoor""","""HOBSONS BAY""","""2 Hall Avenue, ALTONA MEADOWS 3028"""
"""HOBSON12925""",-37.864903,144.782029,"""A.B Shaw Reserve""",2,"""Hall""","""Avenue""","""ALTONA MEADOWS""","""3028""","""Tennis""","""outdoor""","""HOBSONS BAY""","""2 Hall Avenue, ALTONA MEADOWS 3028"""
"""MOONEE9370""",-37.776742,144.935917,"""Essendon Hockey Centre""",2,"""Hockey""","""Lane""","""ASCOT VALE""","""3032""","""Hockey""","""outdoor""","""MOONEE VALLEY""","""2 Hockey Lane, ASCOT VALE 3032"""
"""MOONEE9354""",-37.768483,144.870675,"""Canning Reserve""",2,"""Canning""","""Street""","""AVONDALE HEIGHTS""","""3034""","""Cricket""","""outdoor""","""MOONEE VALLEY""","""2 Canning Street, AVONDALE HEIGHTS 3034"""
"""MOONEE9354""",-37.768483,144.870675,"""Canning Reserve""",2,"""Canning""","""Street""","""AVONDALE HEIGHTS""","""3034""","""Football""","""outdoor""","""MOONEE VALLEY""","""2 Canning Street, AVONDALE HEIGHTS 3034"""
"""MOONEE9354""",-37.768483,144.870675,"""Canning Reserve""",2,"""Canning""","""Street""","""AVONDALE HEIGHTS""","""3034""","""Playground""","""outdoor""","""MOONEE VALLEY""","""2 Canning Street, AVONDALE HEIGHTS 3034"""
"""DAREBI11795""",-37.749556,144.982529,"""A H Capp Reserve""",2,"""Halwyn""","""Crescent""","""PRESTON""","""3072""","""Cricket""","""outdoor""","""DAREBIN""","""2 Halwyn Crescent, PRESTON 3072"""
"""DAREBI11795""",-37.749556,144.982529,"""A H Capp Reserve""",2,"""Halwyn""","""Crescent""","""PRESTON""","""3072""","""Football""","""outdoor""","""DAREBIN""","""2 Halwyn Crescent, PRESTON 3072"""
"""DAREBI11795""",-37.749556,144.982529,"""A H Capp Reserve""",2,"""Halwyn""","""Crescent""","""PRESTON""","""3072""","""Playground""","""outdoor""","""DAREBIN""","""2 Halwyn Crescent, PRESTON 3072"""
"""DAREBI11795""",-37.749556,144.982529,"""A H Capp Reserve""",2,"""Halwyn""","""Crescent""","""PRESTON""","""3072""","""Soccer""","""outdoor""","""DAREBIN""","""2 Halwyn Crescent, PRESTON 3072"""
"""BANYUL12798""",-37.724356,145.070395,"""Banyule Netball Stadium""",2,"""Sommers""","""Avenue""","""MACLEOD""","""3085""","""Fitness / Gymnasium Workouts""","""indoor""","""BANYULE""","""2 Sommers Avenue, MACLEOD 3085"""
"""BANYUL12798""",-37.724356,145.070395,"""Banyule Netball Stadium""",2,"""Sommers""","""Avenue""","""MACLEOD""","""3085""","""Futsal""","""indoor""","""BANYULE""","""2 Sommers Avenue, MACLEOD 3085"""
"""BANYUL12798""",-37.724356,145.070395,"""Banyule Netball Stadium""",2,"""Sommers""","""Avenue""","""MACLEOD""","""3085""","""Gymnastics""","""indoor""","""BANYULE""","""2 Sommers Avenue, MACLEOD 3085"""
"""BANYUL12798""",-37.724356,145.070395,"""Banyule Netball Stadium""",2,"""Sommers""","""Avenue""","""MACLEOD""","""3085""","""Netball""","""outdoor""","""BANYULE""","""2 Sommers Avenue, MACLEOD 3085"""
"""BANYUL12798""",-37.724356,145.070395,"""Banyule Netball Stadium""",2,"""Sommers""","""Avenue""","""MACLEOD""","""3085""","""Netball""","""indoor""","""BANYULE""","""2 Sommers Avenue, MACLEOD 3085"""
"""MANNIN11033""",-37.756966,145.124166,"""Westerfolds Sports Centre""",2,"""Swilk""","""Street""","""TEMPLESTOWE""","""3106""","""Squash / Racquetball""","""indoor""","""MANNINGHAM""","""2 Swilk Street, TEMPLESTOWE 3106"""
"""MANNIN11033""",-37.756966,145.124166,"""Westerfolds Sports Centre""",2,"""Swilk""","""Street""","""TEMPLESTOWE""","""3106""","""Swimming""","""indoor""","""MANNINGHAM""","""2 Swilk Street, TEMPLESTOWE 3106"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Badminton""","""indoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Basketball""","""indoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Futsal""","""indoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Netball""","""indoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Netball""","""outdoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""WHITEH11040""",-37.853585,145.183854,"""Sportlink""",2,"""Hanover""","""Road""","""VERMONT SOUTH""","""3133""","""Volleyball""","""indoor""","""WHITEHORSE""","""2 Hanover Road, VERMONT SOUTH 3133"""
"""GLENEI11241""",-37.877138,145.042714,"""Monash University Fitness & Rec Centre""",2,"""Princes""","""Avenue""","""CAULFIELD EAST""","""3162""","""Badminton""","""indoor""","""GLEN EIRA""","""2 Princes Avenue, CAULFIELD EAST 3162"""
"""KNOXCI8573""",-37.911,145.245,"""Golden Lion Academy""",2,"""Laser""","""Drive""","""ROWVILLE""","""3178""","""Martial Arts""","""indoor""","""KNOX""","""2 Laser Drive, ROWVILLE 3178"""
"""KNOXCI8610""",-37.889564,145.237716,"""Scoresby Secondary College""",2,"""Cavelle""","""Street""","""SCORESBY""","""3179""","""Cricket""","""outdoor""","""KNOX""","""2 Cavelle Street, SCORESBY 3179"""
"""KNOXCI8610""",-37.889564,145.237716,"""Scoresby Secondary College""",2,"""Cavelle""","""Street""","""SCORESBY""","""3179""","""Martial Arts""","""indoor""","""KNOX""","""2 Cavelle Street, SCORESBY 3179"""
"""KNOXCI8610""",-37.889564,145.237716,"""Scoresby Secondary College""",2,"""Cavelle""","""Street""","""SCORESBY""","""3179""","""Tennis""","""outdoor""","""KNOX""","""2 Cavelle Street, SCORESBY 3179"""
"""STONNI11954""",-37.849669,145.010181,"""Orrong Romanis Recreation Centre""",2,"""Molesworth""","""Street""","""PRAHRAN""","""3181""","""Basketball""","""indoor""","""STONNINGTON""","""2 Molesworth Street, PRAHRAN 3181"""
"""STONNI11954""",-37.849669,145.010181,"""Orrong Romanis Recreation Centre""",2,"""Molesworth""","""Street""","""PRAHRAN""","""3181""","""Netball""","""indoor""","""STONNINGTON""","""2 Molesworth Street, PRAHRAN 3181"""
"""FRANKS11458""",-38.10614,145.165738,"""Dolphin Gymnastics Club""",2,"""Amayla""","""Cresent""","""CARRUM DOWNS""","""3201""","""Gymnastics""","""indoor""","""FRANKSTON""","""2 Amayla Cresent, CARRUM DOWNS 3201"""
"""HUMECI11759""",-37.586155,144.751294,"""Goonawarra Public Golf Course""",2,"""Francis""","""Blvd""","""SUNBURY""","""3429""","""Golf""","""outdoor""","""HUME""","""2 Francis Blvd, SUNBURY 3429"""
"""CARDIN11013""",-38.041491,145.368302,"""Hype Youth Gym""",2,"""Beaconsfield-Emerald""","""Road""","""BEACONSFIELD""","""3807""","""Fitness / Gymnasium Workouts""","""indoor""","""CARDINIA""","""2 Beaconsfield-Emerald Road, BEACONSFIELD 3807"""
"""MORNIN11144""",-38.308092,145.196555,"""Pelican Park Recreation Centre""",2,"""Marine""","""Parade""","""HASTINGS""","""3915""","""Fitness / Gymnasium Workouts""","""indoor""","""MORNINGTON PENINSULA""","""2 Marine Parade, HASTINGS 3915"""
"""MORNIN11144""",-38.308092,145.196555,"""Pelican Park Recreation Centre""",2,"""Marine""","""Parade""","""HASTINGS""","""3915""","""Swimming""","""indoor""","""MORNINGTON PENINSULA""","""2 Marine Parade, HASTINGS 3915"""
"""MARIBY8469""",-37.780036,144.862613,"""Legacy Taekwon-Do""",3,"""Evans""","""Street""","""BRAYBROOK""","""3019""","""Martial Arts""","""indoor""","""MARIBYRNONG""","""3 Evans Street, BRAYBROOK 3019"""
"""HOBSON12925""",-37.864903,144.782029,"""A.B Shaw Reserve""",3,"""Hall""","""Avenue""","""ALTONA MEADOWS""","""3028""","""Playground""","""outdoor""","""HOBSONS BAY""","""3 Hall Avenue, ALTONA MEADOWS 3028"""
"""WYNDHA11477""",-37.874099,144.723385,"""Gym Monkeys""",3,"""Shaft""","""Court""","""HOPPERS CROSSING""","""3029""","""Gymnastics""","""indoor""","""WYNDHAM""","""3 Shaft Court, HOPPERS CROSSING 3029"""
"""STONNI11922""",-37.853082,145.014303,"""Victory Square""",3,"""Potter""","""Street""","""ARMADALE""","""3143""","""Cricket""","""outdoor""","""STONNINGTON""","""3 Potter Street, ARMADALE 3143"""
"""KNOXCI5554""",-37.84025,145.265138,"""Knox Park Squash Centre""",3,"""James""","""Street""","""BAYSWATER""","""3153""","""Fitness / Gymnasium Workouts""","""indoor""","""KNOX""","""3 James Street, BAYSWATER 3153"""
"""KNOXCI5554""",-37.84025,145.265138,"""Knox Park Squash Centre""",3,"""James""","""Street""","""BAYSWATER""","""3153""","""Squash / Racquetball""","""indoor""","""KNOX""","""3 James Street, BAYSWATER 3153"""
"""BOROON11006""",-37.814139,145.078117,"""Balwyn Park""",4,"""Cherry""","""Road""","""BALWYN""","""3103""","""Cricket""","""outdoor""","""BOROONDARA""","""4 Cherry Road, BALWYN 3103"""
"""BOROON11006""",-37.814139,145.078117,"""Balwyn Park""",4,"""Cherry""","""Road""","""BALWYN""","""3103""","""Football""","""outdoor""","""BOROONDARA""","""4 Cherry Road, BALWYN 3103"""
"""BOROON11006""",-37.814139,145.078117,"""Balwyn Park""",4,"""Cherry""","""Road""","""BALWYN""","""3103""","""Lawn Bowls""","""outdoor""","""BOROONDARA""","""4 Cherry Road, BALWYN 3103"""
"""BOROON11006""",-37.814139,145.078117,"""Balwyn Park""",4,"""Cherry""","""Road""","""BALWYN""","""3103""","""Playground""","""outdoor""","""BOROONDARA""","""4 Cherry Road, BALWYN 3103"""
"""BOROON11006""",-37.814139,145.078117,"""Balwyn Park""",4,"""Cherry""","""Road""","""BALWYN""","""3103""","""Tennis""","""outdoor""","""BOROONDARA""","""4 Cherry Road, BALWYN 3103"""
"""BOROON11062""",-37.820254,145.021293,"""Saint James Park""",4,"""Burwood""","""Road""","""HAWTHORN""","""3122""","""Cricket""","""outdoor""","""BOROONDARA""","""4 Burwood Road, HAWTHORN 3122"""
"""BOROON11062""",-37.820254,145.021293,"""Saint James Park""",4,"""Burwood""","""Road""","""HAWTHORN""","""3122""","""Football""","""outdoor""","""BOROONDARA""","""4 Burwood Road, HAWTHORN 3122"""
"""KNOXCI8584""",-37.881,145.276,"""Knox Gymnastics Centre""",4,"""Mossfield""","""Avenue""","""FERNTREE GULLY""","""3156""","""Gymnastics""","""indoor""","""KNOX""","""4 Mossfield Avenue, FERNTREE GULLY 3156"""
"""GLENEI11254""",-37.892519,145.070467,"""Murrumbeena Tennis Club""",4,"""Bute""","""Street""","""MURRUMBEENA""","""3163""","""Tennis""","""outdoor""","""GLEN EIRA""","""4 Bute Street, MURRUMBEENA 3163"""
"""MONASH11293""",-37.9085,145.1,"""Oakleigh Indoor Sports""",4,"""Railway""","""Avenue""","""OAKLEIGH""","""3166""","""Cricket""","""indoor""","""MONASH""","""4 Railway Avenue, OAKLEIGH 3166"""
"""MONASH11293""",-37.9085,145.1,"""Oakleigh Indoor Sports""",4,"""Railway""","""Avenue""","""OAKLEIGH""","""3166""","""Futsal""","""indoor""","""MONASH""","""4 Railway Avenue, OAKLEIGH 3166"""
"""MONASH11293""",-37.9085,145.1,"""Oakleigh Indoor Sports""",4,"""Railway""","""Avenue""","""OAKLEIGH""","""3166""","""Netball""","""indoor""","""MONASH""","""4 Railway Avenue, OAKLEIGH 3166"""
"""MONASH11293""",-37.9085,145.1,"""Oakleigh Indoor Sports""",4,"""Railway""","""Avenue""","""OAKLEIGH""","""3166""","""Volleyball""","""outdoor""","""MONASH""","""4 Railway Avenue, OAKLEIGH 3166"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Badminton""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Basketball""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Fitness / Gymnasium Workouts""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Futsal""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Netball""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""CARDIN10994""",-38.065909,145.459523,"""Cardinia Life""",4,"""Olympic""","""Way""","""PAKENHAM""","""3810""","""Swimming""","""indoor""","""CARDINIA""","""4 Olympic Way, PAKENHAM 3810"""
"""BRIMBA8401""",-37.784577,144.835023,"""Sunshine Swim & Leisure Centre""",5,"""Kennedy""","""Street""","""SUNSHINE""","""3020""","""Fitness / Gymnasium Workouts""","""indoor""","""BRIMBANK""","""5 Kennedy Street, SUNSHINE 3020"""
"""BRIMBA8401""",-37.784577,144.835023,"""Sunshine Swim & Leisure Centre""",5,"""Kennedy""","""Street""","""SUNSHINE""","""3020""","""Swimming""","""outdoor""","""BRIMBANK""","""5 Kennedy Street, SUNSHINE 3020"""
"""MELTON9097""",-37.73455,144.752101,"""YMCA Kororoit Creek""",5,"""Millport""","""Drive""","""BURNSIDE HEIGHTS""","""3023""","""Swimming""","""indoor""","""MELTON""","""5 Millport Drive, BURNSIDE HEIGHTS 3023"""
"""WHITTL11465""",-37.647452,145.012763,"""Gymsports Academy of Movement""",5,"""Gipps""","""Court""","""EPPING""","""3076""","""Gymnastics""","""indoor""","""WHITTLESEA""","""5 Gipps Court, EPPING 3076"""
"""DAREBI11802""",-37.706831,145.049992,"""Bundoora Park Oval""",5,"""Snake Gully""","""Drive""","""BUNDOORA""","""3083""","""Cricket""","""outdoor""","""DAREBIN""","""5 Snake Gully Drive, BUNDOORA 3083"""
"""STONNI11925""",-37.869781,145.065603,"""Basil Reserve""",5,"""Basil""","""Street""","""MALVERN EAST""","""3145""","""Cricket""","""outdoor""","""STONNINGTON""","""5 Basil Street, MALVERN EAST 3145"""
"""STONNI11925""",-37.869781,145.065603,"""Basil Reserve""",5,"""Basil""","""Street""","""MALVERN EAST""","""3145""","""Football""","""outdoor""","""STONNINGTON""","""5 Basil Street, MALVERN EAST 3145"""
"""GLENEI11447""",-37.922491,145.043654,"""Bentleigh Mckinnon Youth Centre""",5,"""Higgins""","""Road""","""BENTLEIGH""","""3204""","""Gymnastics""","""indoor""","""GLEN EIRA""","""5 Higgins Road, BENTLEIGH 3204"""
"""GLENEI11207""",-37.920749,145.042871,"""Bentleigh Mckinnon Youth Centre""",5,"""Higgins""","""Road""","""BENTLEIGH""","""3204""","""Martial Arts""","""indoor""","""GLEN EIRA""","""5 Higgins Road, BENTLEIGH 3204"""
"""CASEYC12305""",-38.02736,145.305498,"""Rebound Leisure Club""",5,"""Rebound""","""Court""","""NARRE WARREN""","""3805""","""Fitness / Gymnasium Workouts""","""indoor""","""CASEY""","""5 Rebound Court, NARRE WARREN 3805"""
"""BOROON11032""",-37.82028,145.029343,"""Grace Park Tennis""",6,"""Hilda""","""Crescent""","""HAWTHORN""","""3122""","""Squash / Racquetball""","""indoor""","""BOROONDARA""","""6 Hilda Crescent, HAWTHORN 3122"""
"""BOROON11032""",-37.82028,145.029343,"""Grace Park Tennis""",6,"""Hilda""","""Crescent""","""HAWTHORN""","""3122""","""Tennis""","""outdoor""","""BOROONDARA""","""6 Hilda Crescent, HAWTHORN 3122"""
"""YARRAR11490""",-37.904331,145.331364,"""Upwey Skate Park""",6,"""Mahony""","""Street""","""UPWEY""","""3158""","""Skating""","""outdoor""","""YARRA RANGES""","""6 Mahony Street, UPWEY 3158"""
"""GLENEI11243""",-37.893716,145.021619,"""Caulfield Recreation Centre""",6,"""Maple""","""Street""","""CAULFIELD SOUTH""","""3162""","""Fitness / Gymnasium Workouts""","""indoor""","""GLEN EIRA""","""6 Maple Street, CAULFIELD SOUTH 3162"""
"""GLENEI5558""",-37.893124,145.021274,"""Caulfield Taekwondo""",6,"""Maple""","""Street""","""CAULFIELD SOUTH""","""3162""","""Martial Arts""","""indoor""","""GLEN EIRA""","""6 Maple Street, CAULFIELD SOUTH 3162"""
"""GLENEI5557""",-37.893154,145.021404,"""Gecko Kids Fitness Caulfield""",6,"""Maple""","""Street""","""CAULFIELD SOUTH""","""3162""","""Fitness / Gymnasium Workouts""","""indoor""","""GLEN EIRA""","""6 Maple Street, CAULFIELD SOUTH 3162"""
"""MONASH11999""",-37.901764,145.092321,"""Challenge Fitness Centre""",6,"""Burlington""","""Street""","""OAKLEIGH""","""3166""","""Martial Arts""","""indoor""","""MONASH""","""6 Burlington Street, OAKLEIGH 3166"""
"""BRIMBA5541""",-37.701702,144.79779,"""Kore Wellness & Swim School""",7,"""Melton""","""Highway""","""TAYLORS LAKES""","""3038""","""Fitness / Gymnasium Workouts""","""indoor""","""BRIMBANK""","""7 Melton Highway, TAYLORS LAKES 3038"""
"""BRIMBA5541""",-37.701702,144.79779,"""Kore Wellness & Swim School""",7,"""Melton""","""Highway""","""TAYLORS LAKES""","""3038""","""Swimming""","""indoor""","""BRIMBANK""","""7 Melton Highway, TAYLORS LAKES 3038"""
"""MOONEE9371""",-37.758,144.917,"""Essendon Squash Courts""",7,"""Carlyle""","""Street""","""MOONEE PONDS""","""3039""","""Squash / Racquetball""","""indoor""","""MOONEE VALLEY""","""7 Carlyle Street, MOONEE PONDS 3039"""
"""MOONEE9355""",-37.755988,144.891501,"""Clifton Park""",7,"""Batman""","""Street""","""ABERFELDIE""","""3040""","""Cricket""","""outdoor""","""MOONEE VALLEY""","""7 Batman Street, ABERFELDIE 3040"""
"""MOONEE9355""",-37.755988,144.891501,"""Clifton Park""",7,"""Batman""","""Street""","""ABERFELDIE""","""3040""","""Football""","""outdoor""","""MOONEE VALLEY""","""7 Batman Street, ABERFELDIE 3040"""
"""MOONEE9355""",-37.755988,144.891501,"""Clifton Park""",7,"""Batman""","""Street""","""ABERFELDIE""","""3040""","""Netball""","""outdoor""","""MOONEE VALLEY""","""7 Batman Street, ABERFELDIE 3040"""
"""MOONEE9355""",-37.755988,144.891501,"""Clifton Park""",7,"""Batman""","""Street""","""ABERFELDIE""","""3040""","""Tennis""","""outdoor""","""MOONEE VALLEY""","""7 Batman Street, ABERFELDIE 3040"""
"""BOROON10998""",-37.839707,145.048617,"""Anderson Park""",7,"""Anderson""","""Street""","""HAWTHORN EAST""","""3123""","""Cricket""","""outdoor""","""BOROONDARA""","""7 Anderson Street, HAWTHORN EAST 3123"""
"""BOROON10998""",-37.839707,145.048617,"""Anderson Park""",7,"""Anderson""","""Street""","""HAWTHORN EAST""","""3123""","""Football""","""outdoor""","""BOROONDARA""","""7 Anderson Street, HAWTHORN EAST 3123"""
"""MANNIN10985""",-37.765054,145.170166,"""Anderson Park""",7,"""Anderson""","""Street""","""HAWTHORN EAST""","""3123""","""Soccer""","""outdoor""","""BOROONDARA""","""7 Anderson Street, HAWTHORN EAST 3123"""
"""BOROON10998""",-37.839707,145.048617,"""Anderson Park""",7,"""Anderson""","""Street""","""HAWTHORN EAST""","""3123""","""Tennis""","""outdoor""","""BOROONDARA""","""7 Anderson Street, HAWTHORN EAST 3123"""
